date,location,continent,new_cases_smoothed,icu_patients,icu_patients_per_million,new_deaths_smoothed,new_vaccinations_smoothed
2021-09-27,Switzerland,Europe,1338.857,200.0,22.948,6.429,27502.0
2021-09-28,Switzerland,Europe,1346.0,189.0,21.686,7.429,26580.0
2021-09-29,Switzerland,Europe,1281.143,185.0,21.227,7.429,26009.0
2021-09-30,Switzerland,Europe,1211.714,177.0,20.309,7.571,25029.0
2021-10-01,Switzerland,Europe,1169.714,175.0,20.079,7.286,24329.0
2021-10-02,Switzerland,Europe,1169.714,170.0,19.505,7.143,23578.0
2021-10-03,Switzerland,Europe,1169.714,162.0,18.588,7.143,23603.0
2021-10-04,Switzerland,Europe,1103.714,157.0,18.014,6.143,23382.0
2021-10-05,Switzerland,Europe,1066.429,165.0,18.932,4.857,23207.0
2021-10-06,Switzerland,Europe,1015.429,160.0,18.358,6.571,23065.0
2021-10-07,Switzerland,Europe,1012.714,159.0,18.243,4.429,22967.0
2021-10-08,Switzerland,Europe,977.857,150.0,17.211,3.857,23142.0
2021-10-09,Switzerland,Europe,977.857,148.0,16.981,3.857,23539.0
2021-10-10,Switzerland,Europe,977.857,140.0,16.063,3.857,23520.0
2021-10-11,Switzerland,Europe,925.0,143.0,16.408,4.286,23582.0
2021-10-12,Switzerland,Europe,910.857,133.0,15.26,4.714,23788.0
2021-10-13,Switzerland,Europe,904.429,131.0,15.031,3.0,24265.0
2021-10-14,Switzerland,Europe,883.571,124.0,14.228,4.857,24539.0
2021-10-15,Switzerland,Europe,881.857,120.0,13.769,5.429,24818.0
2021-10-16,Switzerland,Europe,881.857,119.0,13.654,5.286,24498.0
2021-10-17,Switzerland,Europe,881.857,118.0,13.539,5.143,24295.0
2021-10-18,Switzerland,Europe,896.143,113.0,12.965,4.143,24014.0
2021-10-19,Switzerland,Europe,941.143,109.0,12.506,4.0,23750.0
2021-10-20,Switzerland,Europe,998.286,113.0,12.965,3.857,22903.0
2021-10-21,Switzerland,Europe,1069.429,103.0,11.818,3.714,22095.0
2021-10-22,Switzerland,Europe,1117.143,100.0,11.474,3.429,20738.0
2021-10-23,Switzerland,Europe,1117.143,101.0,11.589,3.429,20273.0
2021-10-24,Switzerland,Europe,1117.143,104.0,11.933,3.714,20252.0
2021-10-25,Switzerland,Europe,1250.143,99.0,11.359,4.429,19305.0
2021-10-26,Switzerland,Europe,1072.857,98.0,11.244,5.143,18369.0
2021-10-27,Switzerland,Europe,1342.571,102.0,11.703,4.857,17367.0
2021-10-28,Switzerland,Europe,1387.714,112.0,12.851,5.857,16332.0
2021-10-29,Switzerland,Europe,1449.571,113.0,12.965,7.286,15466.0
2021-10-30,Switzerland,Europe,1449.571,108.0,12.392,7.429,14568.0
2021-10-31,Switzerland,Europe,1449.571,102.0,11.703,7.429,14417.0
2021-11-01,Switzerland,Europe,1627.143,111.0,12.736,7.0,13318.0
2021-11-02,Switzerland,Europe,1906.143,108.0,12.392,7.857,12723.0
2021-11-03,Switzerland,Europe,1802.286,101.0,11.589,7.714,12050.0
2021-11-04,Switzerland,Europe,1965.714,104.0,11.933,6.571,11514.0
2021-11-05,Switzerland,Europe,2126.857,105.0,12.048,5.714,10977.0
2021-11-06,Switzerland,Europe,2126.857,115.0,13.195,5.857,10991.0
2021-11-07,Switzerland,Europe,2126.857,118.0,13.539,5.714,10967.0
2021-11-08,Switzerland,Europe,2427.857,119.0,13.654,5.714,11829.0
2021-11-09,Switzerland,Europe,2575.286,125.0,14.342,5.143,12564.0
2021-11-10,Switzerland,Europe,2795.429,122.0,13.998,6.429,13618.0
2021-11-11,Switzerland,Europe,2930.714,121.0,13.883,6.286,15122.0
2021-11-12,Switzerland,Europe,3084.571,125.0,14.342,7.429,16777.0
2021-11-13,Switzerland,Europe,3084.571,129.0,14.801,7.286,17774.0
2021-11-14,Switzerland,Europe,3084.571,129.0,14.801,7.429,18069.0
2021-11-15,Switzerland,Europe,3522.429,129.0,14.801,9.286,20839.0
2021-11-16,Switzerland,Europe,3709.857,141.0,16.178,8.286,23745.0
2021-11-17,Switzerland,Europe,3971.857,145.0,16.637,7.143,27161.0
2021-11-18,Switzerland,Europe,4276.429,150.0,17.211,7.857,30619.0
2021-11-19,Switzerland,Europe,4597.143,154.0,17.67,7.429,33480.0
2021-11-20,Switzerland,Europe,4597.143,150.0,17.211,8.143,34299.0
2021-11-21,Switzerland,Europe,4597.143,163.0,18.702,8.0,34492.0
2021-11-22,Switzerland,Europe,5294.286,171.0,19.62,8.571,35785.0
2021-11-23,Switzerland,Europe,5588.286,169.0,19.391,9.0,37503.0
2021-11-24,Switzerland,Europe,5960.286,181.0,20.768,11.286,39020.0
2021-11-25,Switzerland,Europe,6250.571,189.0,21.686,13.0,40140.0
2021-11-26,Switzerland,Europe,6516.571,198.0,22.718,13.286,41314.0
2021-11-27,Switzerland,Europe,6516.571,211.0,24.21,12.571,41530.0
2021-11-28,Switzerland,Europe,6516.571,216.0,24.783,12.714,41646.0
2021-11-29,Switzerland,Europe,7204.143,224.0,25.701,13.286,43135.0
2021-11-30,Switzerland,Europe,7499.571,231.0,26.505,15.143,44404.0
2021-12-01,Switzerland,Europe,7768.0,230.0,26.39,16.143,46391.0
2021-12-02,Switzerland,Europe,7982.0,239.0,27.422,15.857,48057.0
2021-12-03,Switzerland,Europe,8257.0,242.0,27.767,17.286,50190.0
2021-12-04,Switzerland,Europe,8257.0,246.0,28.226,17.0,51919.0
2021-12-05,Switzerland,Europe,8257.0,256.0,29.373,17.143,52586.0
2021-12-06,Switzerland,Europe,8898.429,263.0,30.176,17.857,54073.0
2021-12-07,Switzerland,Europe,9120.143,259.0,29.717,19.857,56937.0
2021-12-08,Switzerland,Europe,9399.857,263.0,30.176,19.429,57177.0
2021-12-09,Switzerland,Europe,9587.714,289.0,33.159,21.429,59864.0
2021-12-10,Switzerland,Europe,9612.857,274.0,31.438,22.143,61960.0
2021-12-11,Switzerland,Europe,9612.857,269.0,30.865,22.714,63784.0
2021-12-12,Switzerland,Europe,9612.857,291.0,33.389,22.571,64702.0
2021-12-13,Switzerland,Europe,9547.857,303.0,34.766,24.0,66296.0
2021-12-14,Switzerland,Europe,9290.143,289.0,33.159,23.286,67027.0
2021-12-15,Switzerland,Europe,9110.429,296.0,33.963,24.286,68935.0
2021-12-16,Switzerland,Europe,9141.286,294.0,33.733,23.286,69435.0
2021-12-17,Switzerland,Europe,9114.0,299.0,34.307,23.429,69611.0
2021-12-18,Switzerland,Europe,9114.0,299.0,34.307,23.0,70214.0
2021-12-19,Switzerland,Europe,9114.0,314.0,36.028,23.429,71322.0
2021-12-20,Switzerland,Europe,8692.143,313.0,35.913,22.857,72407.0
2021-12-21,Switzerland,Europe,8692.143,313.0,35.913,22.429,73677.0
2021-12-22,Switzerland,Europe,8749.0,316.0,36.257,21.143,74518.0
2021-12-23,Switzerland,Europe,8802.429,310.0,35.569,25.429,73028.0
2021-12-24,Switzerland,Europe,7382.0,316.0,36.257,22.143,63231.0
2021-12-25,Switzerland,Europe,7382.0,329.0,37.749,22.143,55908.0
2021-12-26,Switzerland,Europe,7382.0,327.0,37.519,21.714,52977.0
2021-12-27,Switzerland,Europe,9625.714,334.0,38.323,23.0,50963.0
2021-12-28,Switzerland,Europe,10368.143,315.0,36.143,24.429,48160.0
2021-12-29,Switzerland,Europe,11235.429,325.0,37.29,24.286,45882.0
2021-12-30,Switzerland,Europe,12319.0,314.0,36.028,21.286,44041.0
2021-12-31,Switzerland,Europe,15031.429,306.0,35.11,21.714,44010.0
2022-01-01,Switzerland,Europe,15031.429,307.0,35.225,22.286,44078.0
2022-01-02,Switzerland,Europe,15031.429,308.0,35.339,23.143,44461.0
2022-01-03,Switzerland,Europe,15353.429,300.0,34.421,22.0,44989.0
2022-01-04,Switzerland,Europe,16408.286,306.0,35.11,11.0,46669.0
2022-01-05,Switzerland,Europe,18334.286,298.0,34.192,18.714,48082.0
2022-01-06,Switzerland,Europe,20220.857,291.0,33.389,17.0,51070.0
2022-01-07,Switzerland,Europe,21513.857,287.0,32.93,17.429,61100.0
2022-01-08,Switzerland,Europe,21513.857,275.0,31.553,16.714,68109.0
2022-01-09,Switzerland,Europe,21513.857,266.0,30.52,17.429,70629.0
2022-01-10,Switzerland,Europe,25116.429,279.0,32.012,17.0,70454.0
2022-01-11,Switzerland,Europe,25666.714,271.0,31.094,25.714,69482.0
2022-01-12,Switzerland,Europe,25919.857,267.0,30.635,17.714,67949.0
2022-01-13,Switzerland,Europe,25583.429,262.0,30.061,17.429,66498.0
2022-01-14,Switzerland,Europe,26175.571,264.0,30.291,17.857,65054.0
2022-01-15,Switzerland,Europe,26175.571,276.0,31.668,18.857,63925.0
2022-01-16,Switzerland,Europe,26175.571,271.0,31.094,17.143,62435.0
2022-01-17,Switzerland,Europe,26781.286,267.0,30.635,18.286,60160.0
2022-01-18,Switzerland,Europe,27430.857,247.0,28.34,17.143,57423.0
2022-01-19,Switzerland,Europe,28164.429,245.0,28.111,16.714,54504.0
2022-01-20,Switzerland,Europe,29579.857,240.0,27.537,17.429,51100.0
2022-01-21,Switzerland,Europe,30411.143,226.0,25.931,16.429,47631.0
2022-01-22,Switzerland,Europe,30411.143,228.0,26.16,16.143,45680.0
2022-01-23,Switzerland,Europe,30411.143,230.0,26.39,16.714,44689.0
2022-01-24,Switzerland,Europe,33179.143,219.0,25.128,15.143,41918.0
2022-01-25,Switzerland,Europe,34252.143,215.0,24.669,15.143,38530.0
2022-01-26,Switzerland,Europe,34991.857,215.0,24.669,15.0,35509.0
2022-01-27,Switzerland,Europe,35712.714,210.0,24.095,13.857,32411.0
2022-01-28,Switzerland,Europe,35965.429,205.0,23.521,14.286,29885.0
2022-01-29,Switzerland,Europe,35965.429,205.0,23.521,14.0,28265.0
2022-01-30,Switzerland,Europe,35965.429,198.0,22.718,14.0,27759.0
2022-01-31,Switzerland,Europe,36277.0,206.0,23.636,12.429,25626.0
2022-02-01,Switzerland,Europe,35718.0,200.0,22.948,12.571,23099.0
2022-02-02,Switzerland,Europe,35429.429,209.0,23.98,14.286,21101.0
2022-02-03,Switzerland,Europe,34272.429,197.0,22.603,14.571,19096.0
2022-02-04,Switzerland,Europe,33362.286,197.0,22.603,14.286,16926.0
2022-02-05,Switzerland,Europe,33362.286,193.0,22.144,14.571,16200.0
2022-02-06,Switzerland,Europe,33362.286,212.0,24.324,14.571,16142.0
2022-02-07,Switzerland,Europe,30389.429,214.0,24.554,14.286,14898.0
2022-02-08,Switzerland,Europe,29535.429,210.0,24.095,20.286,13937.0
2022-02-09,Switzerland,Europe,27814.429,195.0,22.374,20.143,13178.0
2022-02-10,Switzerland,Europe,26327.571,200.0,22.948,21.0,12357.0
2022-02-11,Switzerland,Europe,24731.571,202.0,23.177,21.857,11285.0
2022-02-12,Switzerland,Europe,24731.571,193.0,22.144,21.571,10860.0
2022-02-13,Switzerland,Europe,24731.571,191.0,21.915,21.429,10858.0
2022-02-14,Switzerland,Europe,21922.714,190.0,21.8,22.143,10234.0
2022-02-15,Switzerland,Europe,21002.286,184.0,21.112,15.714,9588.0
2021-01-11,United Kingdom,Europe,57875.0,3363.0,49.306,934.571,165844.0
2021-01-12,United Kingdom,Europe,55676.143,3496.0,51.256,987.286,194785.0
2021-01-13,United Kingdom,Europe,53560.429,3626.0,53.162,1061.857,226086.0
2021-01-14,United Kingdom,Europe,52995.714,3672.0,53.836,1073.571,250052.0
2021-01-15,United Kingdom,Europe,51239.714,3789.0,55.551,1067.0,269147.0
2021-01-16,United Kingdom,Europe,48583.0,3854.0,56.504,1103.714,274081.0
2021-01-17,United Kingdom,Europe,46248.429,3871.0,56.754,1119.286,262404.0
2021-01-18,United Kingdom,Europe,45009.571,3916.0,57.413,1129.286,268518.0
2021-01-19,United Kingdom,Europe,43267.857,3947.0,57.868,1181.714,286118.0
2021-01-20,United Kingdom,Europe,42035.571,3953.0,57.956,1218.0,297294.0
2021-01-21,United Kingdom,Europe,40494.571,3960.0,58.058,1224.0,310246.0
2021-01-22,United Kingdom,Europe,38279.714,4076.0,59.759,1241.143,329466.0
2021-01-23,United Kingdom,Europe,37166.0,4066.0,59.613,1248.714,357218.0
2021-01-24,United Kingdom,Europe,35939.714,4077.0,59.774,1239.857,361321.0
2021-01-25,United Kingdom,Europe,33748.714,4032.0,59.114,1238.857,371761.0
2021-01-26,United Kingdom,Europe,31859.0,3961.0,58.073,1241.857,366883.0
2021-01-27,United Kingdom,Europe,29917.143,3937.0,57.721,1228.286,359424.0
2021-01-28,United Kingdom,Europe,28603.143,3918.0,57.443,1221.0,359934.0
2021-01-29,United Kingdom,Europe,27007.857,3832.0,56.182,1198.857,361343.0
2021-01-30,United Kingdom,Europe,25544.571,3806.0,55.801,1177.857,377914.0
2021-01-31,United Kingdom,Europe,24274.429,3687.0,54.056,1174.571,392361.0
2021-02-01,United Kingdom,Europe,23768.143,3726.0,54.628,1148.0,402534.0
2021-02-02,United Kingdom,Europe,23304.571,3635.0,53.294,1122.0,411699.0
2021-02-03,United Kingdom,Europe,22435.571,3628.0,53.191,1064.429,434171.0
2021-02-04,United Kingdom,Europe,21287.714,3572.0,52.37,1018.286,443943.0
2021-02-05,United Kingdom,Europe,19864.571,3505.0,51.388,985.143,445128.0
2021-02-06,United Kingdom,Europe,19145.143,3373.0,49.452,931.857,436908.0
2021-02-07,United Kingdom,Europe,18393.0,3302.0,48.411,901.143,430859.0
2021-02-08,United Kingdom,Europe,17743.571,3230.0,47.356,890.714,431338.0
2021-02-09,United Kingdom,Europe,17100.571,3164.0,46.388,834.0,436774.0
2021-02-10,United Kingdom,Europe,16213.714,3132.0,45.919,788.143,434444.0
2021-02-11,United Kingdom,Europe,15190.286,3036.0,44.511,754.143,437897.0
2021-02-12,United Kingdom,Europe,14620.429,2943.0,43.148,717.571,445204.0
2021-02-13,United Kingdom,Europe,13912.143,2842.0,41.667,688.0,439024.0
2021-02-14,United Kingdom,Europe,13214.429,2851.0,41.799,671.714,433313.0
2021-02-15,United Kingdom,Europe,12594.429,2805.0,41.125,657.0,422771.0
2021-02-16,United Kingdom,Europe,12343.857,2708.0,39.703,620.857,417385.0
2021-02-17,United Kingdom,Europe,12299.714,2614.0,38.324,583.429,423322.0
2021-02-18,United Kingdom,Europe,12093.0,2535.0,37.166,551.429,417544.0
2021-02-19,United Kingdom,Europe,11646.571,2469.0,36.199,519.286,394376.0
2021-02-20,United Kingdom,Europe,11230.857,2358.0,34.571,494.143,371052.0
2021-02-21,United Kingdom,Europe,11067.0,2329.0,34.146,487.857,358341.0
2021-02-22,United Kingdom,Europe,11190.857,2273.0,33.325,480.286,348100.0
2021-02-23,United Kingdom,Europe,10885.286,2149.0,31.507,444.429,344633.0
2021-02-24,United Kingdom,Europe,10487.714,2118.0,31.052,402.0,342250.0
2021-02-25,United Kingdom,Europe,10191.286,2047.0,30.012,383.286,349781.0
2021-02-26,United Kingdom,Europe,9690.143,1971.0,28.897,356.571,371219.0
2021-02-27,United Kingdom,Europe,9265.143,1903.0,27.9,334.429,384059.0
2021-02-28,United Kingdom,Europe,8722.286,1783.0,26.141,324.286,391872.0
2021-03-01,United Kingdom,Europe,7981.571,1806.0,26.478,313.857,394821.0
2021-03-02,United Kingdom,Europe,7681.286,1709.0,25.056,284.571,383864.0
2021-03-03,United Kingdom,Europe,7173.857,1647.0,24.147,291.0,364840.0
2021-03-04,United Kingdom,Europe,6686.286,1589.0,23.297,279.429,354184.0
2021-03-05,United Kingdom,Europe,6318.429,1542.0,22.608,263.714,348037.0
2021-03-06,United Kingdom,Europe,6118.857,1449.0,21.244,244.857,349976.0
2021-03-07,United Kingdom,Europe,5996.0,1394.0,20.438,236.0,346947.0
2021-03-08,United Kingdom,Europe,5889.571,1356.0,19.881,230.429,350177.0
2021-03-09,United Kingdom,Europe,5800.286,1292.0,18.942,214.429,352165.0
2021-03-10,United Kingdom,Europe,5734.714,1236.0,18.121,172.0,351257.0
2021-03-11,United Kingdom,Europe,5760.429,1192.0,17.476,163.286,338103.0
2021-03-12,United Kingdom,Europe,5854.857,1110.0,16.274,154.571,332820.0
2021-03-13,United Kingdom,Europe,5782.714,1087.0,15.937,149.286,349372.0
2021-03-14,United Kingdom,Europe,5702.714,1049.0,15.38,145.0,363372.0
2021-03-15,United Kingdom,Europe,5756.714,1016.0,14.896,144.857,389942.0
2021-03-16,United Kingdom,Europe,5689.286,968.0,14.192,127.571,424070.0
2021-03-17,United Kingdom,Europe,5665.143,925.0,13.562,120.571,458471.0
2021-03-18,United Kingdom,Europe,5601.0,879.0,12.887,108.286,502171.0
2021-03-19,United Kingdom,Europe,5342.857,830.0,12.169,97.571,542657.0
2021-03-20,United Kingdom,Europe,5350.429,787.0,11.538,94.0,582660.0
2021-03-21,United Kingdom,Europe,5449.571,768.0,11.26,91.286,602266.0
2021-03-22,United Kingdom,Europe,5485.571,748.0,10.967,84.571,598286.0
2021-03-23,United Kingdom,Europe,5497.714,711.0,10.424,84.857,593384.0
2021-03-24,United Kingdom,Europe,5475.857,682.0,9.999,78.714,593163.0
2021-03-25,United Kingdom,Europe,5463.857,630.0,9.237,74.143,578742.0
2021-03-26,United Kingdom,Europe,5661.714,615.0,9.017,69.857,572214.0
2021-03-27,United Kingdom,Europe,5415.714,594.0,8.709,64.429,546339.0
2021-03-28,United Kingdom,Europe,5208.571,582.0,8.533,62.429,549414.0
2021-03-29,United Kingdom,Europe,5110.429,583.0,8.547,63.286,548391.0
2021-03-30,United Kingdom,Europe,4919.286,568.0,8.328,55.143,549647.0
2021-03-31,United Kingdom,Europe,4697.429,547.0,8.02,47.286,556319.0
2021-04-01,United Kingdom,Europe,4448.714,517.0,7.58,45.571,564449.0
2021-04-02,United Kingdom,Europe,4051.0,485.0,7.111,43.0,515748.0
2021-04-03,United Kingdom,Europe,3987.857,478.0,7.008,36.143,461982.0
2021-04-04,United Kingdom,Europe,3764.286,469.0,6.876,34.857,412642.0
2021-04-05,United Kingdom,Europe,3493.857,461.0,6.759,35.286,369827.0
2021-04-06,United Kingdom,Europe,3256.571,453.0,6.642,30.286,336744.0
2021-04-07,United Kingdom,Europe,3072.286,440.0,6.451,30.571,319732.0
2021-04-08,United Kingdom,Europe,2865.286,421.0,6.172,30.857,309629.0
2021-04-09,United Kingdom,Europe,1684.857,405.0,5.938,32.0,338624.0
2021-04-10,United Kingdom,Europe,1565.0,385.0,5.645,36.286,381415.0
2021-04-11,United Kingdom,Europe,1484.0,385.0,5.645,35.857,404719.0
2021-04-12,United Kingdom,Europe,1599.143,377.0,5.527,34.0,426971.0
2021-04-13,United Kingdom,Europe,1612.286,370.0,5.425,34.429,443655.0
2021-04-14,United Kingdom,Europe,1573.714,351.0,5.146,33.429,437039.0
2021-04-15,United Kingdom,Europe,1522.571,329.0,4.824,30.143,437318.0
2021-04-16,United Kingdom,Europe,2610.571,332.0,4.868,26.429,448491.0
2021-04-17,United Kingdom,Europe,2556.571,323.0,4.736,25.714,456025.0
2021-04-18,United Kingdom,Europe,2578.286,311.0,4.56,26.143,462529.0
2021-04-19,United Kingdom,Europe,2491.857,318.0,4.662,24.857,478576.0
2021-04-20,United Kingdom,Europe,2499.429,300.0,4.398,26.286,488411.0
2021-04-21,United Kingdom,Europe,2485.714,276.0,4.046,23.714,498850.0
2021-04-22,United Kingdom,Europe,2493.714,261.0,3.827,22.0,500934.0
2021-04-23,United Kingdom,Europe,2482.571,243.0,3.563,22.857,496017.0
2021-04-24,United Kingdom,Europe,2461.857,240.0,3.519,22.429,504206.0
2021-04-25,United Kingdom,Europe,2437.571,231.0,3.387,22.571,509360.0
2021-04-26,United Kingdom,Europe,2309.143,227.0,3.328,22.857,512497.0
2021-04-27,United Kingdom,Europe,2332.143,214.0,3.138,20.571,517918.0
2021-04-28,United Kingdom,Europe,2299.286,208.0,3.05,21.857,526822.0
2021-04-29,United Kingdom,Europe,2258.857,196.0,2.874,22.429,534262.0
2021-04-30,United Kingdom,Europe,2216.429,185.0,2.712,18.857,529487.0
2021-05-01,United Kingdom,Europe,2194.429,188.0,2.756,15.286,503641.0
2021-05-02,United Kingdom,Europe,2188.571,196.0,2.874,15.714,492543.0
2021-05-03,United Kingdom,Europe,2129.286,187.0,2.742,15.0,464646.0
2021-05-04,United Kingdom,Europe,2023.571,181.0,2.654,13.143,448798.0
2021-05-05,United Kingdom,Europe,2020.429,182.0,2.668,12.857,441126.0
2021-05-06,United Kingdom,Europe,2044.429,163.0,2.39,11.571,440317.0
2021-05-07,United Kingdom,Europe,2060.0,159.0,2.331,11.571,444809.0
2021-05-08,United Kingdom,Europe,2080.0,151.0,2.214,11.286,458007.0
2021-05-09,United Kingdom,Europe,2094.286,144.0,2.111,9.571,461576.0
2021-05-10,United Kingdom,Europe,2195.429,149.0,2.185,10.0,482546.0
2021-05-11,United Kingdom,Europe,2270.857,138.0,2.023,12.286,496918.0
2021-05-12,United Kingdom,Europe,2291.0,136.0,1.994,10.0,510250.0
2021-05-13,United Kingdom,Europe,2297.143,129.0,1.891,9.714,514372.0
2021-05-14,United Kingdom,Europe,2254.714,124.0,1.818,10.0,516464.0
2021-05-15,United Kingdom,Europe,2251.857,121.0,1.774,10.286,519423.0
2021-05-16,United Kingdom,Europe,2274.143,123.0,1.803,10.571,523319.0
2021-05-17,United Kingdom,Europe,2220.143,125.0,1.833,10.714,526018.0
2021-05-18,United Kingdom,Europe,1529.0,124.0,1.818,8.857,527852.0
2021-05-19,United Kingdom,Europe,1507.571,122.0,1.789,7.714,527456.0
2021-05-20,United Kingdom,Europe,1513.0,123.0,1.803,7.143,534776.0
2021-05-21,United Kingdom,Europe,1585.857,124.0,1.818,6.0,539472.0
2021-05-22,United Kingdom,Europe,1656.714,123.0,1.803,5.857,558584.0
2021-05-23,United Kingdom,Europe,1680.571,120.0,1.759,6.0,567646.0
2021-05-24,United Kingdom,Europe,1735.571,121.0,1.774,5.714,580439.0
2021-05-25,United Kingdom,Europe,2417.714,128.0,1.877,6.857,591301.0
2021-05-26,United Kingdom,Europe,2539.429,125.0,1.833,7.714,595544.0
2021-05-27,United Kingdom,Europe,2637.429,120.0,1.759,8.143,595836.0
2021-05-28,United Kingdom,Europe,2826.714,124.0,1.818,8.286,594987.0
2021-05-29,United Kingdom,Europe,2929.143,119.0,1.745,8.429,572132.0
2021-05-30,United Kingdom,Europe,3074.429,124.0,1.818,8.571,565376.0
2021-05-31,United Kingdom,Europe,3205.857,122.0,1.789,8.286,541564.0
2021-06-01,United Kingdom,Europe,3304.143,136.0,1.994,6.143,523412.0
2021-06-02,United Kingdom,Europe,3486.143,129.0,1.891,6.571,503156.0
2021-06-03,United Kingdom,Europe,3743.143,134.0,1.965,7.714,485769.0
2021-06-04,United Kingdom,Europe,4044.857,130.0,1.906,7.857,475421.0
2021-06-05,United Kingdom,Europe,4389.286,135.0,1.979,8.714,486081.0
2021-06-06,United Kingdom,Europe,4691.143,145.0,2.126,8.429,494092.0
2021-06-07,United Kingdom,Europe,5020.143,148.0,2.17,8.429,512715.0
2021-06-08,United Kingdom,Europe,5430.571,154.0,2.258,10.286,513173.0
2021-06-09,United Kingdom,Europe,5867.0,159.0,2.331,9.429,509036.0
2021-06-10,United Kingdom,Europe,6160.857,158.0,2.316,7.857,500570.0
2021-06-11,United Kingdom,Europe,6421.714,161.0,2.36,8.714,493108.0
2021-06-12,United Kingdom,Europe,6693.857,169.0,2.478,8.571,478468.0
2021-06-13,United Kingdom,Europe,6993.429,188.0,2.756,9.143,470048.0
2021-06-14,United Kingdom,Europe,7283.429,188.0,2.756,9.429,462841.0
2021-06-15,United Kingdom,Europe,7514.286,206.0,3.02,9.0,458614.0
2021-06-16,United Kingdom,Europe,7728.571,208.0,3.05,9.429,449697.0
2021-06-17,United Kingdom,Europe,8239.143,210.0,3.079,11.143,443639.0
2021-06-18,United Kingdom,Europe,8568.857,223.0,3.269,10.286,431224.0
2021-06-19,United Kingdom,Europe,8929.0,215.0,3.152,10.571,422952.0
2021-06-20,United Kingdom,Europe,9179.429,210.0,3.079,10.286,415067.0
2021-06-21,United Kingdom,Europe,9587.571,228.0,3.343,10.571,371046.0
2021-06-22,United Kingdom,Europe,10144.143,250.0,3.665,13.0,389619.0
2021-06-23,United Kingdom,Europe,11155.143,246.0,3.607,14.429,381796.0
2021-06-24,United Kingdom,Europe,11999.571,259.0,3.797,14.714,372097.0
2021-06-25,United Kingdom,Europe,12720.571,257.0,3.768,15.714,364733.0
2021-06-26,United Kingdom,Europe,13848.714,256.0,3.753,17.0,352924.0
2021-06-27,United Kingdom,Europe,14645.143,263.0,3.856,17.714,351511.0
2021-06-28,United Kingdom,Europe,16387.143,297.0,4.354,17.429,380779.0
2021-06-29,United Kingdom,Europe,17638.143,283.0,4.149,16.857,343345.0
2021-06-30,United Kingdom,Europe,19031.286,287.0,4.208,16.143,334964.0
2021-07-01,United Kingdom,Europe,20586.714,300.0,4.398,16.286,327284.0
2021-07-02,United Kingdom,Europe,22223.143,321.0,4.706,17.571,316401.0
2021-07-03,United Kingdom,Europe,23157.714,327.0,4.794,16.857,302066.0
2021-07-04,United Kingdom,Europe,24479.429,336.0,4.926,17.429,291403.0
2021-07-05,United Kingdom,Europe,25119.143,369.0,5.41,18.286,285618.0
2021-07-06,United Kingdom,Europe,26287.714,392.0,5.747,20.286,278512.0
2021-07-07,United Kingdom,Europe,27213.143,417.0,6.114,23.0,270150.0
2021-07-08,United Kingdom,Europe,27852.857,417.0,6.114,24.857,259622.0
2021-07-09,United Kingdom,Europe,29076.571,437.0,6.407,25.143,255025.0
2021-07-10,United Kingdom,Europe,30141.857,448.0,6.568,27.429,250969.0
2021-07-11,United Kingdom,Europe,31229.143,454.0,6.656,29.0,245396.0
2021-07-12,United Kingdom,Europe,32227.571,482.0,7.067,28.571,238950.0
2021-07-13,United Kingdom,Europe,33359.286,522.0,7.653,30.429,235866.0
2021-07-14,United Kingdom,Europe,34767.429,545.0,7.99,32.714,234095.0
2021-07-15,United Kingdom,Europe,37054.571,551.0,8.078,36.714,232906.0
2021-07-16,United Kingdom,Europe,39370.857,573.0,8.401,39.571,233321.0
2021-07-17,United Kingdom,Europe,42543.857,583.0,8.547,40.571,231496.0
2021-07-18,United Kingdom,Europe,44903.571,582.0,8.533,40.429,231131.0
2021-07-19,United Kingdom,Europe,45703.0,611.0,8.958,42.286,231070.0
2021-07-20,United Kingdom,Europe,47135.143,618.0,9.061,48.857,228636.0
2021-07-21,United Kingdom,Europe,47382.429,647.0,9.486,52.286,226122.0
2021-07-22,United Kingdom,Europe,46161.571,699.0,10.248,55.286,221659.0
2021-07-23,United Kingdom,Europe,43923.0,715.0,10.483,57.429,216018.0
2021-07-24,United Kingdom,Europe,40678.286,755.0,11.069,63.857,209627.0
2021-07-25,United Kingdom,Europe,37931.143,779.0,11.421,64.286,208976.0
2021-07-26,United Kingdom,Europe,35755.714,820.0,12.022,63.571,208936.0
2021-07-27,United Kingdom,Europe,32464.571,848.0,12.433,68.571,207042.0
2021-07-28,United Kingdom,Europe,29867.571,853.0,12.506,76.286,205125.0
2021-07-29,United Kingdom,Europe,28609.571,869.0,12.741,76.429,203687.0
2021-07-30,United Kingdom,Europe,27669.143,889.0,13.034,77.0,200188.0
2021-07-31,United Kingdom,Europe,26863.714,893.0,13.092,74.857,200638.0
2021-08-01,United Kingdom,Europe,26206.286,877.0,12.858,80.143,200176.0
2021-08-02,United Kingdom,Europe,25814.714,895.0,13.122,81.571,196366.0
2021-08-03,United Kingdom,Europe,25556.286,887.0,13.005,82.714,194223.0
2021-08-04,United Kingdom,Europe,26050.714,881.0,12.917,81.714,191935.0
2021-08-05,United Kingdom,Europe,25929.143,871.0,12.77,82.0,189924.0
2021-08-06,United Kingdom,Europe,26240.429,870.0,12.755,85.571,189568.0
