date,location,icu_patients_per_million,new_deaths,new_vaccinations_smoothed_per_million
2/8/21,Canada,19.491,68,470
2/9/21,Canada,18.441,74,527
2/10/21,Canada,18.309,95,588
2/11/21,Canada,17.521,84,641
2/12/21,Canada,16.996,74,694
2/13/21,Canada,16.523,66,740
2/14/21,Canada,16.549,65,749
2/15/21,Canada,16.733,31,709
2/16/21,Canada,16.97,73,706
2/17/21,Canada,16.838,38,674
2/18/21,Canada,16.077,63,651
2/19/21,Canada,15.682,78,699
2/20/21,Canada,15.078,54,766
2/21/21,Canada,15.367,44,860
2/22/21,Canada,15.63,49,1054
2/23/21,Canada,15.866,39,1143
2/24/21,Canada,16.208,45,1237
2/25/21,Canada,15.866,58,1355
2/26/21,Canada,15.893,50,1422
2/27/21,Canada,15.367,45,1461
2/28/21,Canada,15.788,34,1479
3/1/21,Canada,15.814,23,1470
3/2/21,Canada,15.866,28,1567
3/3/21,Canada,15.394,60,1674
3/4/21,Canada,15.341,46,1752
3/5/21,Canada,15.288,41,1821
3/6/21,Canada,15.21,21,1864
3/7/21,Canada,15.026,26,1906
3/8/21,Canada,15.157,37,2007
3/9/21,Canada,15.604,28,1989
3/10/21,Canada,15.183,31,2005
3/11/21,Canada,15.236,36,2077
3/12/21,Canada,15.157,33,2174
3/13/21,Canada,15,30,2296
3/14/21,Canada,15.131,29,2431
3/15/21,Canada,15.761,32,2574
3/16/21,Canada,15.788,24,2765
3/17/21,Canada,16.339,35,2998
3/18/21,Canada,16.339,36,3218
3/19/21,Canada,16.471,27,3417
3/20/21,Canada,16.155,26,3521
3/21/21,Canada,16.444,33,3512
3/22/21,Canada,16.471,40,3593
3/23/21,Canada,17.285,19,3611
3/24/21,Canada,17.574,24,3729
3/25/21,Canada,17.416,31,3857
3/26/21,Canada,18.231,36,4058
3/27/21,Canada,18.388,26,4195
3/28/21,Canada,18.546,28,4412
3/29/21,Canada,19.071,20,4571
3/30/21,Canada,19.124,26,4752
3/31/21,Canada,19.439,33,4947
4/1/21,Canada,19.886,43,5015
4/2/21,Canada,20.122,28,4837
4/3/21,Canada,21.041,20,4929
4/4/21,Canada,21.882,24,4828
4/5/21,Canada,22.933,21,4803
4/6/21,Canada,23.09,46,4907
4/7/21,Canada,23.563,32,4948
4/8/21,Canada,24.377,38,5136
4/9/21,Canada,25.271,40,5635
4/10/21,Canada,26.269,36,5817
4/11/21,Canada,26.952,28,6050
4/12/21,Canada,27.819,41,6632
4/13/21,Canada,28.029,36,6895
4/14/21,Canada,28.817,53,7134
4/15/21,Canada,29.342,55,7321
4/16/21,Canada,30.945,41,7389
4/17/21,Canada,31.864,50,7432
4/18/21,Canada,32.495,32,7499
4/19/21,Canada,33.151,44,7220
4/20/21,Canada,34.018,46,7094
4/21/21,Canada,34.806,50,7168
4/22/21,Canada,35.332,59,7380
4/23/21,Canada,35.91,61,7537
4/24/21,Canada,36.54,44,7665
4/25/21,Canada,36.908,38,7785
4/26/21,Canada,37.67,59,7787
4/27/21,Canada,37.722,41,7873
4/28/21,Canada,37.591,52,7673
4/29/21,Canada,38.431,52,7450
4/30/21,Canada,38.247,50,7142
5/1/21,Canada,38.589,42,6936
5/2/21,Canada,38.563,39,6714
5/3/21,Canada,38.405,41,6577
5/4/21,Canada,38.405,55,6475
5/5/21,Canada,37.775,54,6554
5/6/21,Canada,37.433,39,6754
5/7/21,Canada,37.013,40,7195
5/8/21,Canada,36.54,39,7552
5/9/21,Canada,36.409,58,7926
5/10/21,Canada,35.936,56,8337
5/11/21,Canada,35.332,32,8596
5/12/21,Canada,34.911,54,8835
5/13/21,Canada,34.938,57,8976
5/14/21,Canada,35.279,44,9107
5/15/21,Canada,35.358,39,9246
5/16/21,Canada,35.463,40,9420
5/17/21,Canada,34.99,34,9629
5/18/21,Canada,34.701,36,9565
5/19/21,Canada,33.703,48,9600
5/20/21,Canada,32.652,45,9614
5/21/21,Canada,32.389,51,9803
5/22/21,Canada,31.628,41,9897
5/23/21,Canada,31.26,28,9865
5/24/21,Canada,30.761,30,9735
5/25/21,Canada,30.84,63,9617
5/26/21,Canada,30.183,37,9481
5/27/21,Canada,29.106,50,9454
5/28/21,Canada,28.318,29,9357
5/29/21,Canada,27.582,38,9192
5/30/21,Canada,27.32,34,9223
5/31/21,Canada,27.109,35,9346
6/1/21,Canada,25.954,19,9570
6/2/21,Canada,25.034,46,9658
6/3/21,Canada,23.589,32,9737
6/4/21,Canada,22.381,35,9743
6/5/21,Canada,21.908,33,9861
6/6/21,Canada,21.409,12,9880
6/7/21,Canada,21.173,37,9948
6/8/21,Canada,20.437,30,10090
6/9/21,Canada,19.754,52,10307
6/10/21,Canada,19.255,30,10543
6/11/21,Canada,18.677,13,10700
6/12/21,Canada,17.889,28,10851
6/13/21,Canada,18.126,17,11056
6/14/21,Canada,17.443,14,11202
6/15/21,Canada,16.392,27,11561
6/16/21,Canada,15.998,28,11787
6/17/21,Canada,15.21,12,11898
6/18/21,Canada,15.026,11,12022
6/19/21,Canada,14.317,31,12030
6/20/21,Canada,14.369,22,11925
6/21/21,Canada,14.133,10,11770
6/22/21,Canada,13.66,68,11859
6/23/21,Canada,13.502,21,12053
6/24/21,Canada,12.898,17,12372
6/25/21,Canada,12.557,5,12320
6/26/21,Canada,12.53,17,12403
6/27/21,Canada,12.583,13,12437
6/28/21,Canada,12.031,11,13557
6/29/21,Canada,11.506,36,13990
6/30/21,Canada,11.401,21,14327
7/1/21,Canada,11.427,19,13839
7/2/21,Canada,10.613,24,14010
7/3/21,Canada,10.166,10,13698
7/4/21,Canada,9.982,12,13554
7/5/21,Canada,9.457,8,13166
7/6/21,Canada,9.273,13,12771
7/7/21,Canada,8.905,6,12383
7/8/21,Canada,8.8,18,12980
7/9/21,Canada,8.459,14,12901
7/10/21,Canada,8.327,9,12918
7/11/21,Canada,8.38,8,12785
7/12/21,Canada,8.353,3,12422
7/13/21,Canada,8.065,11,12171
7/14/21,Canada,7.618,8,11882
7/15/21,Canada,7.171,14,11195
7/16/21,Canada,6.804,17,10766
7/17/21,Canada,6.62,4,10526
7/18/21,Canada,6.62,7,10299
7/19/21,Canada,6.567,4,10004
7/20/21,Canada,6.541,4,9703
7/21/21,Canada,6.515,4,9549
7/22/21,Canada,6.357,14,9335
7/23/21,Canada,6.147,13,9046
7/24/21,Canada,6.068,5,8848
7/25/21,Canada,5.989,4,8741
7/26/21,Canada,5.91,4,8609
7/27/21,Canada,5.989,8,8399
7/28/21,Canada,5.727,10,7985
7/29/21,Canada,5.753,6,7568
7/30/21,Canada,5.438,16,7202
7/31/21,Canada,5.28,6,6948
8/1/21,Canada,5.227,2,6754
8/2/21,Canada,5.227,1,5639
8/3/21,Canada,5.149,6,5637
8/4/21,Canada,5.306,11,5230
8/5/21,Canada,5.254,19,4927
8/6/21,Canada,5.306,17,4618
8/7/21,Canada,5.333,9,4416
8/8/21,Canada,5.411,6,4247
8/9/21,Canada,5.306,9,4590
8/10/21,Canada,5.438,5,4057
8/11/21,Canada,5.753,5,3944
8/12/21,Canada,6.121,4,3805
8/13/21,Canada,6.173,6,3700
8/14/21,Canada,6.199,3,3657
8/15/21,Canada,6.331,-1,3649
8/16/21,Canada,6.856,4,3569
8/17/21,Canada,7.198,15,3572
8/18/21,Canada,7.565,42,3526
8/19/21,Canada,7.46,22,3468
8/20/21,Canada,7.959,6,3396
8/21/21,Canada,7.828,1,3339
8/22/21,Canada,8.038,2,3264
8/23/21,Canada,9.063,22,3101
8/24/21,Canada,9.247,34,3022
8/25/21,Canada,9.641,7,2948
8/26/21,Canada,10.192,9,2894
8/27/21,Canada,10.376,26,2846
8/28/21,Canada,10.56,8,2769
8/29/21,Canada,10.455,3,2731
8/30/21,Canada,11.348,17,2741
8/31/21,Canada,11.874,14,2612
9/1/21,Canada,12.215,30,2585
9/2/21,Canada,12.425,29,2478
9/3/21,Canada,12.845,15,2455
9/4/21,Canada,12.898,10,2461
9/5/21,Canada,13.161,5,2440
9/6/21,Canada,13.817,3,2114
9/7/21,Canada,14.894,43,2192
9/8/21,Canada,15.709,40,2142
9/9/21,Canada,15.682,27,2155
9/10/21,Canada,16.182,36,2113
9/11/21,Canada,16.444,16,2079
9/12/21,Canada,16.602,12,2060
9/13/21,Canada,17.626,40,2296
9/14/21,Canada,18.047,25,2186
9/15/21,Canada,18.126,42,2182
9/16/21,Canada,18.467,20,2176
9/17/21,Canada,18.703,45,2404
9/18/21,Canada,18.493,14,2388
9/19/21,Canada,18.52,11,2384
9/20/21,Canada,19.045,39,2535
9/21/21,Canada,19.045,54,2632
9/22/21,Canada,19.675,49,2695
9/23/21,Canada,19.491,44,2768
9/24/21,Canada,20.174,39,2794
9/25/21,Canada,19.807,15,2816
9/26/21,Canada,19.78,10,2864
9/27/21,Canada,20.595,54,2795
9/28/21,Canada,20.463,56,2716
9/29/21,Canada,20.437,64,2709
9/30/21,Canada,20.49,43,2649
10/1/21,Canada,19.807,59,2380
10/2/21,Canada,19.754,24,2327
10/3/21,Canada,19.964,8,2256
10/4/21,Canada,20.069,49,2193
10/5/21,Canada,19.938,48,2194
10/6/21,Canada,19.754,62,2288
10/7/21,Canada,19.597,29,2239
10/8/21,Canada,19.597,45,2254
10/9/21,Canada,19.754,9,2267
10/10/21,Canada,19.78,8,2275
10/11/21,Canada,19.57,12,1981
10/12/21,Canada,19.465,75,2106
10/13/21,Canada,19.36,79,1984
10/14/21,Canada,19.203,52,2035
10/15/21,Canada,19.334,47,2046
10/16/21,Canada,19.439,14,2008
10/17/21,Canada,19.518,11,1987
10/18/21,Canada,19.57,71,2301
10/19/21,Canada,18.835,39,2164
10/20/21,Canada,18.257,41,2133
10/21/21,Canada,18.047,23,2085
10/22/21,Canada,17.6,62,2055
10/23/21,Canada,17.18,16,2034
10/24/21,Canada,17.022,4,2007
10/25/21,Canada,16.943,56,1978
10/26/21,Canada,16.891,36,2005
10/27/21,Canada,16.707,40,1976
10/28/21,Canada,16.76,47,1956
10/29/21,Canada,16.549,24,1893
10/30/21,Canada,16.576,12,1874
10/31/21,Canada,16.549,5,1857
11/1/21,Canada,15.577,54,1799
11/2/21,Canada,15.472,33,1696
11/3/21,Canada,15.394,38,1697
11/4/21,Canada,14.579,20,1677
11/5/21,Canada,14.159,18,1659
11/6/21,Canada,14.238,7,1614
11/7/21,Canada,14.028,11,1594
11/8/21,Canada,13.607,43,1617
11/9/21,Canada,13.712,24,1679
11/10/21,Canada,13.476,33,1726
11/11/21,Canada,13.213,16,1593
11/12/21,Canada,12.951,43,1663
11/13/21,Canada,13.003,15,1680
11/14/21,Canada,13.003,13,1678
11/15/21,Canada,13.029,47,1673
11/16/21,Canada,12.767,19,1647
11/17/21,Canada,12.714,28,1604
11/18/21,Canada,12.294,31,1733
11/19/21,Canada,12.189,19,1641
11/20/21,Canada,12.189,10,1630
11/21/21,Canada,12.294,7,1604
11/22/21,Canada,12.425,28,1605
11/23/21,Canada,12.399,29,1497
11/24/21,Canada,12.425,25,1409
11/25/21,Canada,12.53,20,1389
11/26/21,Canada,12.504,18,1468
11/27/21,Canada,12.241,10,1602
11/28/21,Canada,12.215,5,1796
11/29/21,Canada,12.346,37,1963
11/30/21,Canada,12.346,17,2245
12/1/21,Canada,12.241,27,2488
12/2/21,Canada,12.11,23,2697
12/3/21,Canada,11.926,20,5672
12/4/21,Canada,12.268,9,5879
12/5/21,Canada,12.32,2,5998
12/6/21,Canada,12.425,32,6165
12/7/21,Canada,12.241,27,6434
12/8/21,Canada,11.716,25,6681
12/9/21,Canada,11.637,24,6865
12/10/21,Canada,11.532,24,4461
12/11/21,Canada,11.427,10,4514
12/12/21,Canada,11.821,9,4524
12/13/21,Canada,12.031,22,4595
12/14/21,Canada,12.399,28,4884
12/15/21,Canada,12.031,25,5176
12/16/21,Canada,11.9,18,5622
12/17/21,Canada,11.637,20,5944
12/18/21,Canada,11.821,8,6408
12/19/21,Canada,12.11,5,6799
12/20/21,Canada,12.346,18,7267
12/21/21,Canada,12.478,22,7870
12/22/21,Canada,12.241,28,8558
12/23/21,Canada,12.504,18,9210
12/24/21,Canada,12.136,14,9379
12/25/21,Canada,12.136,7,8746
12/26/21,Canada,12.136,10,8002
12/27/21,Canada,12.451,27,7094
12/28/21,Canada,13.056,29,6564
12/29/21,Canada,13.108,35,6831
12/30/21,Canada,13.502,27,6363
12/31/21,Canada,14.29,38,6209
1/1/22,Canada,14.579,21,6247
1/2/22,Canada,15.078,30,6277
1/3/22,Canada,16.155,30,6337
1/4/22,Canada,17.39,36,7480
1/5/22,Canada,18.414,89,7007
1/6/22,Canada,19.78,60,7292
1/7/22,Canada,20.831,83,7663
1/8/22,Canada,22.539,31,8406
1/9/22,Canada,23.537,66,9136
1/10/22,Canada,24.089,96,10273
1/11/22,Canada,25.743,96,9660
1/12/22,Canada,26.847,124,9702
1/13/22,Canada,26.978,110,9714
1/14/22,Canada,27.661,133,9595
1/15/22,Canada,28.528,140,9546
1/16/22,Canada,29.369,65,9524
1/17/22,Canada,30.13,147,9636
1/18/22,Canada,31.129,151,9074
1/19/22,Canada,31.391,179,8893
1/20/22,Canada,31.601,211,8498
1/21/22,Canada,31.418,163,8220
1/22/22,Canada,31.969,124,7938
1/23/22,Canada,31.917,56,7802
1/24/22,Canada,32.101,155,7391
1/25/22,Canada,32.967,247,7631
1/26/22,Canada,31.864,103,7296
1/27/22,Canada,31.47,303,7082
1/28/22,Canada,31.706,155,6840
1/29/22,Canada,31.523,124,6670
1/30/22,Canada,31.234,75,6557
1/31/22,Canada,31.024,148,6585
2/1/22,Canada,30.656,162,6081
2/2/22,Canada,29.815,175,5818
2/3/22,Canada,29.369,171,5526
2/4/22,Canada,28.554,158,5165
2/5/22,Canada,27.924,99,4976
2/6/22,Canada,27.425,84,4611
2/7/22,Canada,27.241,126,4323
2/8/22,Canada,27.215,124,4023
2/9/22,Canada,26.532,145,3774
2/10/22,Canada,26.006,117,3601
2/11/22,Canada,25.402,141,3469
2/12/22,Canada,24.64,109,3323
2/13/22,Canada,24.01,31,3437
2/14/22,Canada,23.064,102,2746
2/15/22,Canada,22.67,102,2877
2/16/22,Canada,21.829,113,2746
2/17/22,Canada,21.435,89,2456
2/18/22,Canada,20.857,79,2430
2/19/22,Canada,20.306,16,2366
2/20/22,Canada,20.017,29,2273
2/21/22,Canada,20.148,5,2062
2/22/22,Canada,18.887,112,2054
2/23/22,Canada,18.493,96,1961
2/24/22,Canada,17.705,77,1977
2/25/22,Canada,17.39,141,1775
2/26/22,Canada,17.048,34,1719
2/27/22,Canada,16.97,29,1687
12/25/20,Chile,35.29,55,249
12/26/20,Chile,36.435,46,206
12/27/20,Chile,37.268,39,143
12/28/20,Chile,38.205,0,107
12/29/20,Chile,38.777,45,86
12/30/20,Chile,39.141,11,71
12/31/20,Chile,39.87,109,61
1/1/21,Chile,41.328,52,26
1/2/21,Chile,41.171,64,2
1/3/21,Chile,40.651,43,0
1/4/21,Chile,40.963,0,3
1/5/21,Chile,41.692,21,14
1/6/21,Chile,42.681,28,15
1/7/21,Chile,44.867,97,15
1/8/21,Chile,45.439,61,15
1/9/21,Chile,47.417,63,15
1/10/21,Chile,49.239,59,15
1/11/21,Chile,48.875,66,12
1/12/21,Chile,49.499,20,2
1/13/21,Chile,51.061,22,8
1/14/21,Chile,52.05,90,59
1/15/21,Chile,53.351,75,85
1/16/21,Chile,54.34,66,85
1/17/21,Chile,54.6,42,85
1/18/21,Chile,55.849,70,167
1/19/21,Chile,56.266,26,311
1/20/21,Chile,59.857,21,373
1/21/21,Chile,62.095,108,344
1/22/21,Chile,63.553,84,322
1/23/21,Chile,65.895,68,321
1/24/21,Chile,65.739,79,321
1/25/21,Chile,66.207,66,250
1/26/21,Chile,66.988,24,110
1/27/21,Chile,69.122,17,41
1/28/21,Chile,69.695,134,18
1/29/21,Chile,72.557,83,15
1/30/21,Chile,73.39,82,15
1/31/21,Chile,75.628,113,15
2/1/21,Chile,75.785,85,5
2/2/21,Chile,75.889,22,98
2/3/21,Chile,77.242,17,1365
2/4/21,Chile,78.595,155,2675
2/5/21,Chile,77.398,77,3936
2/6/21,Chile,78.231,87,4143
2/7/21,Chile,78.543,79,4207
2/8/21,Chile,78.387,82,5942
2/9/21,Chile,79.376,28,7791
2/10/21,Chile,79.168,21,8612
2/11/21,Chile,80.053,157,9193
2/12/21,Chile,80.365,83,9639
2/13/21,Chile,79.636,98,9652
2/14/21,Chile,80.781,98,9621
2/15/21,Chile,81.094,83,9863
2/16/21,Chile,81.874,20,9552
2/17/21,Chile,82.187,15,8863
2/18/21,Chile,81.666,139,8126
2/19/21,Chile,80.99,99,7477
2/20/21,Chile,81.926,77,7329
2/21/21,Chile,81.926,68,7304
2/22/21,Chile,82.447,84,6131
2/23/21,Chile,85.362,25,5195
2/24/21,Chile,84.789,22,4439
2/25/21,Chile,85.101,137,3924
2/26/21,Chile,86.299,90,3450
2/27/21,Chile,86.351,76,3453
2/28/21,Chile,86.09,96,3447
3/1/21,Chile,87.183,88,3666
3/2/21,Chile,87.6,24,4240
3/3/21,Chile,89.057,20,5918
3/4/21,Chile,89.578,134,7588
3/5/21,Chile,91.347,90,9221
3/6/21,Chile,91.295,80,9397
3/7/21,Chile,92.493,69,9454
3/8/21,Chile,94.783,86,11039
3/9/21,Chile,95.72,19,12565
3/10/21,Chile,97.906,24,13231
3/11/21,Chile,99.415,156,14023
3/12/21,Chile,100.248,89,14592
3/13/21,Chile,102.018,123,14716
3/14/21,Chile,104.88,100,14706
3/15/21,Chile,106.858,98,15298
3/16/21,Chile,109.253,17,15549
3/17/21,Chile,111.022,27,15296
3/18/21,Chile,112.011,172,14686
3/19/21,Chile,114.145,99,14092
3/20/21,Chile,115.915,93,13971
3/21/21,Chile,116.019,99,13952
3/22/21,Chile,118.101,80,12751
3/23/21,Chile,120.287,25,11491
3/24/21,Chile,122.213,18,10389
3/25/21,Chile,125.752,122,9479
3/26/21,Chile,128.355,63,8907
3/27/21,Chile,130.853,66,8769
3/28/21,Chile,132.154,101,8750
3/29/21,Chile,134.809,316,8735
3/30/21,Chile,137.88,37,9016
3/31/21,Chile,139.65,28,9472
4/1/21,Chile,142.044,193,10146
4/2/21,Chile,145.948,93,8579
4/3/21,Chile,149.227,103,8486
4/4/21,Chile,150.112,120,8484
4/5/21,Chile,150.06,33,8619
4/6/21,Chile,153.339,57,8330
4/7/21,Chile,157.659,62,7980
4/8/21,Chile,158.44,183,7506
4/9/21,Chile,160.053,129,9082
4/10/21,Chile,163.384,105,9252
4/11/21,Chile,164.217,133,9262
4/12/21,Chile,166.716,137,8907
4/13/21,Chile,167.236,35,8873
4/14/21,Chile,170.255,30,8845
4/15/21,Chile,169.526,218,8605
4/16/21,Chile,170.567,157,8422
4/17/21,Chile,172.181,132,8394
4/18/21,Chile,174.055,122,8395
4/19/21,Chile,175.096,100,8083
4/20/21,Chile,175.512,40,7741
4/21/21,Chile,177.021,36,7355
4/22/21,Chile,175.668,179,7307
4/23/21,Chile,176.501,109,7228
4/24/21,Chile,175.616,101,7193
4/25/21,Chile,174.523,114,7182
4/26/21,Chile,175.044,119,7194
4/27/21,Chile,177.282,45,7061
4/28/21,Chile,175.72,53,6998
4/29/21,Chile,176.761,174,6661
4/30/21,Chile,174.107,106,5949
5/1/21,Chile,173.638,104,5834
5/2/21,Chile,172.701,104,5837
5/3/21,Chile,171.921,98,5504
5/4/21,Chile,171.921,37,5490
5/5/21,Chile,169.682,30,5535
5/6/21,Chile,165.935,169,5556
5/7/21,Chile,165.31,109,6003
5/8/21,Chile,163.332,97,6176
5/9/21,Chile,163.801,117,6176
5/10/21,Chile,163.28,100,6339
5/11/21,Chile,161.459,38,6510
5/12/21,Chile,158.023,28,6571
5/13/21,Chile,154.9,136,6566
5/14/21,Chile,154.9,127,6652
5/15/21,Chile,153.703,87,6472
5/16/21,Chile,153.755,98,6465
5/17/21,Chile,154.536,102,6450
5/18/21,Chile,155.056,31,6383
5/19/21,Chile,154.692,32,6262
5/20/21,Chile,152.766,172,6516
5/21/21,Chile,155.681,121,5401
5/22/21,Chile,154.796,96,5637
5/23/21,Chile,155.108,132,5666
5/24/21,Chile,158.075,30,6152
5/25/21,Chile,157.503,37,6620
5/26/21,Chile,157.347,39,7081
5/27/21,Chile,156.878,185,7166
5/28/21,Chile,159.637,119,8480
5/29/21,Chile,160.938,119,8586
5/30/21,Chile,162.76,121,8629
5/31/21,Chile,163.541,132,8470
6/1/21,Chile,166.195,44,8282
6/2/21,Chile,164.998,41,8098
6/3/21,Chile,167.548,213,7805
6/4/21,Chile,167.392,98,7499
6/5/21,Chile,167.236,120,7427
6/6/21,Chile,168.746,121,7389
6/7/21,Chile,169.006,121,7134
6/8/21,Chile,169.943,46,6861
6/9/21,Chile,170.671,37,6783
6/10/21,Chile,169.995,198,7075
6/11/21,Chile,172.389,133,7327
6/12/21,Chile,171.088,107,7288
6/13/21,Chile,171.348,128,7266
6/14/21,Chile,171.244,97,7566
6/15/21,Chile,170.463,61,7759
6/16/21,Chile,171.816,57,8007
6/17/21,Chile,171.869,218,7865
6/18/21,Chile,171.036,119,7331
6/19/21,Chile,170.463,133,7363
6/20/21,Chile,168.121,121,7377
6/21/21,Chile,168.433,132,5874
6/22/21,Chile,168.225,45,6605
6/23/21,Chile,168.069,56,6789
6/24/21,Chile,164.217,51,7304
6/25/21,Chile,161.615,215,8078
6/26/21,Chile,160.886,151,8199
6/27/21,Chile,159.325,135,8211
6/28/21,Chile,158.752,156,8106
6/29/21,Chile,157.034,35,7663
6/30/21,Chile,155.837,56,7316
7/1/21,Chile,153.183,43,6792
7/2/21,Chile,151.049,221,6275
7/3/21,Chile,150.164,164,6164
7/4/21,Chile,146.937,130,6155
7/5/21,Chile,144.803,146,7269
7/6/21,Chile,141.992,39,6383
7/7/21,Chile,139.077,40,6064
7/8/21,Chile,136.266,186,5870
7/9/21,Chile,131.426,122,5853
7/10/21,Chile,127.366,131,5893
7/11/21,Chile,124.087,110,5898
7/12/21,Chile,122.161,103,6081
7/13/21,Chile,121.38,36,6480
7/14/21,Chile,116.644,33,6486
7/15/21,Chile,113.677,158,6565
7/16/21,Chile,110.71,102,5563
7/17/21,Chile,107.847,94,5418
7/18/21,Chile,105.401,111,5397
7/19/21,Chile,103.631,25,4977
7/20/21,Chile,102.538,30,4607
7/21/21,Chile,97.75,42,4175
7/22/21,Chile,96.032,181,3513
7/23/21,Chile,94.366,83,4341
7/24/21,Chile,92.44,83,4421
7/25/21,Chile,89.057,68,4426
7/26/21,Chile,86.871,93,3931
7/27/21,Chile,85.778,32,3310
7/28/21,Chile,81.77,25,2794
7/29/21,Chile,78.908,119,2883
7/30/21,Chile,75.576,71,2591
7/31/21,Chile,72.61,82,2417
8/1/21,Chile,71.308,80,2399
8/2/21,Chile,71.256,88,2900
8/3/21,Chile,69.903,24,3554
8/4/21,Chile,66.52,31,3772
8/5/21,Chile,64.594,135,3445
8/6/21,Chile,63.657,74,3130
8/7/21,Chile,61.367,71,3056
8/8/21,Chile,58.556,65,3053
8/9/21,Chile,57.515,91,2860
8/10/21,Chile,55.954,31,2479
8/11/21,Chile,55.693,19,3416
8/12/21,Chile,55.121,86,4348
8/13/21,Chile,53.247,44,5191
8/14/21,Chile,53.299,44,5218
8/15/21,Chile,51.842,49,5221
8/16/21,Chile,50.28,40,6120
8/17/21,Chile,50.853,18,7246
8/18/21,Chile,50.02,18,7242
8/19/21,Chile,48.823,68,7228
8/20/21,Chile,46.741,42,7243
8/21/21,Chile,45.075,39,7255
8/22/21,Chile,43.826,45,7261
8/23/21,Chile,43.253,38,6516
8/24/21,Chile,42.473,13,5621
8/25/21,Chile,41.432,17,5049
8/26/21,Chile,39.818,60,5157
8/27/21,Chile,38.361,29,5034
8/28/21,Chile,37.684,34,5018
8/29/21,Chile,36.695,44,5015
8/30/21,Chile,35.862,38,5571
8/31/21,Chile,35.758,14,6199
9/1/21,Chile,34.197,8,6525
9/2/21,Chile,33.052,50,6200
9/3/21,Chile,32.063,46,5966
9/4/21,Chile,31.074,26,5954
9/5/21,Chile,30.033,23,5950
9/6/21,Chile,29.929,18,5659
9/7/21,Chile,29.981,7,5508
9/8/21,Chile,29.148,7,5459
9/9/21,Chile,28.784,37,5435
9/10/21,Chile,27.534,19,5680
9/11/21,Chile,26.702,23,5685
9/12/21,Chile,25.504,31,5686
9/13/21,Chile,25.088,21,5967
9/14/21,Chile,25.036,0,5941
9/15/21,Chile,24.776,8,5867
9/16/21,Chile,24.099,32,5341
9/17/21,Chile,23.943,25,4338
9/18/21,Chile,23.162,21,4313
9/19/21,Chile,22.798,20,4311
9/20/21,Chile,22.59,8,3961
9/21/21,Chile,22.642,7,3807
9/22/21,Chile,22.329,5,4000
9/23/21,Chile,21.497,31,4574
9/24/21,Chile,21.184,13,5681
9/25/21,Chile,20.508,9,5701
9/26/21,Chile,20.351,8,5704
9/27/21,Chile,19.779,5,6101
9/28/21,Chile,20.247,4,6658
9/29/21,Chile,20.091,6,7069
9/30/21,Chile,19.675,13,7493
10/1/21,Chile,18.79,8,7744
10/2/21,Chile,18.946,8,7786
10/3/21,Chile,19.258,10,7790
10/4/21,Chile,19.623,6,7582
10/5/21,Chile,19.727,6,7102
10/6/21,Chile,19.467,6,6599
10/7/21,Chile,19.623,243,6259
10/8/21,Chile,19.623,-213,5978
10/9/21,Chile,19.102,12,5944
10/10/21,Chile,18.113,10,5940
10/11/21,Chile,18.634,7,4679
10/12/21,Chile,18.842,3,5016
10/13/21,Chile,19.206,4,5544
10/14/21,Chile,19.779,5,5844
10/15/21,Chile,19.831,11,6058
10/16/21,Chile,19.779,3,6076
10/17/21,Chile,19.883,12,6079
10/18/21,Chile,19.727,11,7490
10/19/21,Chile,19.935,3,7584
10/20/21,Chile,20.716,5,7681
10/21/21,Chile,21.705,12,7951
10/22/21,Chile,22.59,11,8466
10/23/21,Chile,22.85,11,8492
10/24/21,Chile,22.642,7,8494
10/25/21,Chile,23.058,16,9135
10/26/21,Chile,23.37,6,9836
10/27/21,Chile,23.839,6,10475
10/28/21,Chile,22.746,22,11130
10/29/21,Chile,23.422,10,11513
10/30/21,Chile,23.787,14,11643
10/31/21,Chile,24.099,14,11656
11/1/21,Chile,24.203,20,9611
11/2/21,Chile,24.932,5,9148
11/3/21,Chile,25.713,8,9031
11/4/21,Chile,25.609,5,8831
11/5/21,Chile,26.025,19,8576
11/6/21,Chile,26.91,27,8618
11/7/21,Chile,27.534,21,8621
11/8/21,Chile,27.795,17,9979
11/9/21,Chile,28.263,4,9759
11/10/21,Chile,29.825,12,9042
11/11/21,Chile,29.512,22,8272
11/12/21,Chile,30.293,19,7790
11/13/21,Chile,30.761,15,7790
11/14/21,Chile,30.813,24,7790
11/15/21,Chile,30.813,25,7850
11/16/21,Chile,31.178,5,7572
11/17/21,Chile,31.386,11,7346
11/18/21,Chile,32.479,33,7155
11/19/21,Chile,33.052,30,6880
11/20/21,Chile,33.676,15,6800
11/21/21,Chile,34.197,23,6791
11/22/21,Chile,33.989,32,6380
11/23/21,Chile,34.041,12,6011
11/24/21,Chile,34.041,14,5683
11/25/21,Chile,34.821,43,5396
11/26/21,Chile,34.925,27,5150
11/27/21,Chile,35.082,37,5167
11/28/21,Chile,35.186,31,5175
11/29/21,Chile,35.394,30,5163
11/30/21,Chile,36.227,3,5354
12/1/21,Chile,35.81,10,5519
12/2/21,Chile,36.747,47,5705
12/3/21,Chile,36.018,36,5870
12/4/21,Chile,36.018,26,5876
12/5/21,Chile,36.071,36,5879
12/6/21,Chile,35.914,30,6072
12/7/21,Chile,36.331,4,6091
12/8/21,Chile,35.654,6,4926
12/9/21,Chile,35.81,59,5010
12/10/21,Chile,35.498,0,5025
12/11/21,Chile,35.758,46,5052
